"code","question1","question2","question3","question4","question5","question6","question7","question8","question9","question10","question11","question12","question13","question14","question15","question16","question17","question18","vp_sum","vp_propcorrect","cb_sum","cb_propcorrect","csvtm_sum","cvstm_propcorrect","strategies","pre2","pre3","post","group_all","mean_rl_all","mean_e1_all","mean_d1_all","mean_d_all","time_rating","rating"
52,4,4,3,4,4,3,4,4,3,4,4,3,3,3,4,4,4,4,35,0.972222222,31,0.861111111,101,0.841666667,1,7.4,6.3,6.1,"above",4.85,2.8,5.9310235,31.831455,"pre4",8.1
53,1,3,4,3,3,3,3,3,0,4,4,3,3,1,4,3,3,4,33,0.916666667,26,0.722222222,72,0.6,2,7.3,8.4,8,"below",5.4,3.1,4.152399,32.97924,"pre1",5
53,1,3,4,3,3,3,3,3,0,4,4,3,3,1,4,3,3,4,33,0.916666667,26,0.722222222,72,0.6,2,7.3,8.4,8,"below",5.4,3.1,4.152399,32.97924,"pre4",7.6
54,2,4,3,3,3,2,2,3,1,3,4,3,1,1,3,1,2,3,34,0.944444444,27,0.75,100,0.833333333,1,6.2,6.5,6,"above",4.3,3.9,6.62626,37.83488,"pre1",5.2
54,2,4,3,3,3,2,2,3,1,3,4,3,1,1,3,1,2,3,34,0.944444444,27,0.75,100,0.833333333,1,6.2,6.5,6,"above",4.3,3.9,6.62626,37.83488,"pre4",5.2
55,3,3,3,1,2,2,3,3,2,3,2,2,3,1,3,1,2,3,30,0.833333333,28,0.777777778,93,0.775,2,4.7,5.8,5.2,"control",4.9,3.2,3.8657205,32.500305,"pre1",4.6
55,3,3,3,1,2,2,3,3,2,3,2,2,3,1,3,1,2,3,30,0.833333333,28,0.777777778,93,0.775,2,4.7,5.8,5.2,"control",4.9,3.2,3.8657205,32.500305,"pre4",5.5
56,3,3,4,1,2,2,2,3,1,1,1,2,1,1,2,1,2,1,30,0.833333333,19,0.527777778,81,0.675,2,2.6,1.7,7.5,"above",6.45,2.5,4.4196645,46.14527,"pre1",4.6
56,3,3,4,1,2,2,2,3,1,1,1,2,1,1,2,1,2,1,30,0.833333333,19,0.527777778,81,0.675,2,2.6,1.7,7.5,"above",6.45,2.5,4.4196645,46.14527,"pre4",1.8
57,4,4,3,4,4,4,3,3,1,4,3,4,1,3,4,2,4,4,29,0.805555556,32,0.888888889,89,0.741666667,2,6,6.4,5.2,"above",3.7,3.8,9.7958045,49.20395,"pre1",5.5
57,4,4,3,4,4,4,3,3,1,4,3,4,1,3,4,2,4,4,29,0.805555556,32,0.888888889,89,0.741666667,2,6,6.4,5.2,"above",3.7,3.8,9.7958045,49.20395,"pre4",5.5
58,2,4,3,3,2,1,2,3,1,4,3,3,2,1,3,0,3,4,32,0.888888889,30,0.833333333,104,0.866666667,1,4.7,6.4,4.3,"above",3.95,3.5,8.1804025,40.25076,"pre1",5.4
58,2,4,3,3,2,1,2,3,1,4,3,3,2,1,3,0,3,4,32,0.888888889,30,0.833333333,104,0.866666667,1,4.7,6.4,4.3,"above",3.95,3.5,8.1804025,40.25076,"pre4",6.1
59,3,4,3,3,4,3,4,3,1,4,4,4,2,2,3,3,3,3,30,0.833333333,30,0.833333333,76,0.633333333,1,5.5,3.7,6.5,"control",4.75,3.25,4.8958135,33.787215,"pre1",5.2
59,3,4,3,3,4,3,4,3,1,4,4,4,2,2,3,3,3,3,30,0.833333333,30,0.833333333,76,0.633333333,1,5.5,3.7,6.5,"control",4.75,3.25,4.8958135,33.787215,"pre4",5.5
60,3,4,2,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,32,0.888888889,33,0.916666667,92,0.766666667,1,6,6,6.2,"control",2.9,5.55,17.8554305,50.33883,"pre1",5.7
60,3,4,2,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,32,0.888888889,33,0.916666667,92,0.766666667,1,6,6,6.2,"control",2.9,5.55,17.8554305,50.33883,"pre4",6.4
61,3,4,4,2,4,3,2,4,1,3,2,3,1,3,4,1,3,4,24,0.666666667,30,0.833333333,93,0.775,2,5,7.2,4.9,"control",7.5,2.5,6.291214,50.13099,"pre1",6.2
61,3,4,4,2,4,3,2,4,1,3,2,3,1,3,4,1,3,4,24,0.666666667,30,0.833333333,93,0.775,2,5,7.2,4.9,"control",7.5,2.5,6.291214,50.13099,"pre4",5.2
62,3,4,3,2,3,3,3,4,4,3,2,4,3,1,4,2,3,3,31,0.861111111,29,0.805555556,93,0.775,1,5.5,5.5,4.4,"above",3.55,4,8.0375245,48.557535,"pre1",5
62,3,4,3,2,3,3,3,4,4,3,2,4,3,1,4,2,3,3,31,0.861111111,29,0.805555556,93,0.775,1,5.5,5.5,4.4,"above",3.55,4,8.0375245,48.557535,"pre4",5.5
63,3,3,3,4,3,3,3,4,2,3,3,3,1,3,4,3,3,4,31,0.861111111,30,0.833333333,99,0.825,2,3.5,4.6,6.6,"control",6.35,2.45,2.5054525,31.811945,"pre1",6.1
63,3,3,3,4,3,3,3,4,2,3,3,3,1,3,4,3,3,4,31,0.861111111,30,0.833333333,99,0.825,2,3.5,4.6,6.6,"control",6.35,2.45,2.5054525,31.811945,"pre4",6.4
64,3,3,3,3,3,3,3,3,1,3,2,3,3,1,3,3,3,3,29,0.805555556,31,0.861111111,88,0.733333333,2,7,2,2.9,"below",6.6,2.2,3.806282,37.763215,"pre1",8.1
64,3,3,3,3,3,3,3,3,1,3,2,3,3,1,3,3,3,3,29,0.805555556,31,0.861111111,88,0.733333333,2,7,2,2.9,"below",6.6,2.2,3.806282,37.763215,"pre4",2.4
65,2,2,4,1,3,3,1,1,4,3,2,1,1,0,2,0,2,2,34,0.944444444,29,0.805555556,102,0.85,3,7,2.2,0.4,"control",3.7,4.45,8.363002,38.038225,"pre1",6.1
65,2,2,4,1,3,3,1,1,4,3,2,1,1,0,2,0,2,2,34,0.944444444,29,0.805555556,102,0.85,3,7,2.2,0.4,"control",3.7,4.45,8.363002,38.038225,"pre4",5.6
66,3,4,4,3,3,3,4,4,3,4,4,3,3,3,4,3,3,3,29,0.805555556,28,0.777777778,80,0.666666667,3,1.2,2.4,3.5,"below",6.15,3.3,4.41095,35.42018,"pre1",3.5
66,3,4,4,3,3,3,4,4,3,4,4,3,3,3,4,3,3,3,29,0.805555556,28,0.777777778,80,0.666666667,3,1.2,2.4,3.5,"below",6.15,3.3,4.41095,35.42018,"pre4",2.1
67,3,4,4,4,4,4,4,4,0,4,4,3,0,4,4,3,3,4,29,0.805555556,24,0.666666667,81,0.675,2,4.8,4.6,5,"below",4,4.3,10.5871415,49.91602,"pre1",4.6
67,3,4,4,4,4,4,4,4,0,4,4,3,0,4,4,3,3,4,29,0.805555556,24,0.666666667,81,0.675,2,4.8,4.6,5,"below",4,4.3,10.5871415,49.91602,"pre4",4.8
68,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,34,0.944444444,32,0.888888889,87,0.725,1,6.6,7.7,9.2,"above",3.45,4.1,6.6269685,33.62272,"pre1",7
68,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,34,0.944444444,32,0.888888889,87,0.725,1,6.6,7.7,9.2,"above",3.45,4.1,6.6269685,33.62272,"pre4",7.7
69,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,28,0.777777778,24,0.666666667,82,0.683333333,1,2.5,1.5,2.5,"below",6.15,2.7,5.1950305,39.87968,"pre1",6.1
69,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,28,0.777777778,24,0.666666667,82,0.683333333,1,2.5,1.5,2.5,"below",6.15,2.7,5.1950305,39.87968,"pre4",2.2
70,1,2,4,4,3,4,3,3,1,2,2,3,1,1,3,1,2,3,26,0.722222222,25,0.694444444,88,0.733333333,2,5,4.6,1.3,"below",7.35,2.2,7.67018,52.1502,"pre1",4.9
70,1,2,4,4,3,4,3,3,1,2,2,3,1,1,3,1,2,3,26,0.722222222,25,0.694444444,88,0.733333333,2,5,4.6,1.3,"below",7.35,2.2,7.67018,52.1502,"pre4",2.3
71,1,2,3,1,2,3,2,1,1,2,3,2,2,1,2,1,1,2,29,0.805555556,27,0.75,88,0.733333333,1,4.7,4.6,6.7,"below",6.8,2.9,6.842088,44.391615,"pre1",7.8
71,1,2,3,1,2,3,2,1,1,2,3,2,2,1,2,1,1,2,29,0.805555556,27,0.75,88,0.733333333,1,4.7,4.6,6.7,"below",6.8,2.9,6.842088,44.391615,"pre4",4.2
72,3,3,4,4,3,3,4,4,0,4,4,3,4,0,4,0,2,4,27,0.75,24,0.666666667,81,0.675,2,7,6,4,"control",4.7,3.55,10.9484405,57.1151,"pre1",6.9
72,3,3,4,4,3,3,4,4,0,4,4,3,4,0,4,0,2,4,27,0.75,24,0.666666667,81,0.675,2,7,6,4,"control",4.7,3.55,10.9484405,57.1151,"pre4",6.8
73,0,1,1,0,2,1,1,3,3,1,3,1,1,1,1,0,1,0,30,0.833333333,31,0.861111111,90,0.75,1,6.4,7.6,8.8,"above",6.7,2.35,4.1003457,33.733045,"pre1",3.6
73,0,1,1,0,2,1,1,3,3,1,3,1,1,1,1,0,1,0,30,0.833333333,31,0.861111111,90,0.75,1,6.4,7.6,8.8,"above",6.7,2.35,4.1003457,33.733045,"pre4",7.8
74,3,2,3,4,1,2,2,3,3,2,3,3,3,3,4,4,2,1,26,0.722222222,28,0.777777778,90,0.75,1,5,6,5,"above",4.75,3.5,6.7566745,41.98138,"pre1",4.8
74,3,2,3,4,1,2,2,3,3,2,3,3,3,3,4,4,2,1,26,0.722222222,28,0.777777778,90,0.75,1,5,6,5,"above",4.75,3.5,6.7566745,41.98138,"pre4",6.9
75,3,3,3,4,3,3,3,2,3,3,3,3,1,2,3,3,3,3,29,0.805555556,24,0.666666667,93,0.775,2,4.8,5.9,5.5,"control",5.9,2.6,4.606528,37.66031,"pre1",5.9
75,3,3,3,4,3,3,3,2,3,3,3,3,1,2,3,3,3,3,29,0.805555556,24,0.666666667,93,0.775,2,4.8,5.9,5.5,"control",5.9,2.6,4.606528,37.66031,"pre4",3.5
76,2,3,3,3,3,2,4,4,3,3,2,2,1,3,4,1,2,3,31,0.861111111,27,0.75,91,0.758333333,2,3.1,2.8,3,"below",4.5,3.5,6.3747055,41.060095,"pre1",4.8
76,2,3,3,3,3,2,4,4,3,3,2,2,1,3,4,1,2,3,31,0.861111111,27,0.75,91,0.758333333,2,3.1,2.8,3,"below",4.5,3.5,6.3747055,41.060095,"pre4",3.2
77,1,4,3,3,2,3,2,3,3,3,3,3,1,3,3,3,3,3,35,0.972222222,29,0.805555556,85,0.708333333,2,6.6,5.2,5.9,"above",4.4,3.3,4.35375,35.67522,"pre1",5
77,1,4,3,3,2,3,2,3,3,3,3,3,1,3,3,3,3,3,35,0.972222222,29,0.805555556,85,0.708333333,2,6.6,5.2,5.9,"above",4.4,3.3,4.35375,35.67522,"pre4",4.8
78,3,4,3,3,4,3,3,3,2,3,2,3,3,2,3,1,3,4,35,0.972222222,35,0.972222222,113,0.941666667,1,8.4,8.8,6.3,"above",3.35,4.6,11.2956855,44.275715,"pre1",8.9
78,3,4,3,3,4,3,3,3,2,3,2,3,3,2,3,1,3,4,35,0.972222222,35,0.972222222,113,0.941666667,1,8.4,8.8,6.3,"above",3.35,4.6,11.2956855,44.275715,"pre4",8.1
79,2,4,4,2,3,3,3,4,2,3,2,3,3,3,4,1,2,3,28,0.777777778,31,0.861111111,87,0.725,2,5.4,4.1,5.2,"control",4.75,3.75,5.2733625,34.80585,"pre1",5
79,2,4,4,2,3,3,3,4,2,3,2,3,3,3,4,1,2,3,28,0.777777778,31,0.861111111,87,0.725,2,5.4,4.1,5.2,"control",4.75,3.75,5.2733625,34.80585,"pre4",4.9
80,1,4,4,2,1,2,1,1,2,1,3,1,1,1,3,1,2,1,29,0.805555556,29,0.805555556,76,0.633333333,2,4.5,3,4.7,"below",5.6,3.15,5.3639895,38.164985,"pre1",6.6
80,1,4,4,2,1,2,1,1,2,1,3,1,1,1,3,1,2,1,29,0.805555556,29,0.805555556,76,0.633333333,2,4.5,3,4.7,"below",5.6,3.15,5.3639895,38.164985,"pre4",5.7
81,3,3,3,1,3,3,1,1,3,3,3,3,1,1,3,1,3,3,34,0.944444444,27,0.75,96,0.8,2,6,6.5,4.2,"above",5.8,3.25,6.3634765,45.629815,"pre1",6.3
81,3,3,3,1,3,3,1,1,3,3,3,3,1,1,3,1,3,3,34,0.944444444,27,0.75,96,0.8,2,6,6.5,4.2,"above",5.8,3.25,6.3634765,45.629815,"pre4",7.1
82,3,4,3,4,3,1,4,4,4,4,4,3,3,3,4,4,2,4,29,0.805555556,29,0.805555556,78,0.65,1,2.4,3,6.2,"above",7.65,2.95,4.929031,45.135025,"pre1",5.2
82,3,4,3,4,3,1,4,4,4,4,4,3,3,3,4,4,2,4,29,0.805555556,29,0.805555556,78,0.65,1,2.4,3,6.2,"above",7.65,2.95,4.929031,45.135025,"pre4",4
83,0,3,3,3,2,3,3,2,3,1,2,1,0,1,3,2,2,1,34,0.944444444,24,0.666666667,85,0.708333333,1,2.9,2.2,2.5,"below",6,3.25,7.6114195,46.546725,"pre1",7.7
83,0,3,3,3,2,3,3,2,3,1,2,1,0,1,3,2,2,1,34,0.944444444,24,0.666666667,85,0.708333333,1,2.9,2.2,2.5,"below",6,3.25,7.6114195,46.546725,"pre4",1.6
84,3,4,4,4,3,4,4,4,0,4,4,4,3,3,3,1,2,4,34,0.944444444,28,0.777777778,99,0.825,1,4.9,5.7,3.1,"control",4.3,4.5,15.3853175,58.284995,"pre1",5.9
84,3,4,4,4,3,4,4,4,0,4,4,4,3,3,3,1,2,4,34,0.944444444,28,0.777777778,99,0.825,1,4.9,5.7,3.1,"control",4.3,4.5,15.3853175,58.284995,"pre4",5.5
85,3,4,4,4,3,3,3,3,3,4,4,3,2,1,4,3,3,3,33,0.916666667,28,0.777777778,95,0.791666667,2,7,5.6,6,"control",4.7,2.85,4.569705,32.317495,"pre1",3.7
85,3,4,4,4,3,3,3,3,3,4,4,3,2,1,4,3,3,3,33,0.916666667,28,0.777777778,95,0.791666667,2,7,5.6,6,"control",4.7,2.85,4.569705,32.317495,"pre4",6.6
86,1,3,2,3,2,1,2,2,1,3,3,3,2,2,3,2,2,3,33,0.916666667,31,0.861111111,75,0.625,2,4.5,2.8,3,"below",4.95,3.25,5.0048285,44.29033,"pre1",5
86,1,3,2,3,2,1,2,2,1,3,3,3,2,2,3,2,2,3,33,0.916666667,31,0.861111111,75,0.625,2,4.5,2.8,3,"below",4.95,3.25,5.0048285,44.29033,"pre4",4.8
87,2,4,3,3,3,3,3,3,2,3,3,3,2,1,4,1,3,3,31,0.861111111,25,0.694444444,83,0.691666667,1,6,5,5,"above",5,2.95,4.3272515,39.55701,"pre1",4.3
87,2,4,3,3,3,3,3,3,2,3,3,3,2,1,4,1,3,3,31,0.861111111,25,0.694444444,83,0.691666667,1,6,5,5,"above",5,2.95,4.3272515,39.55701,"pre4",5.9
88,3,4,3,2,1,2,3,3,3,2,2,2,1,1,3,1,2,2,32,0.888888889,27,0.75,90,0.75,2,4.5,4,6.4,"control",5,3.35,4.375949,29.72562,"pre1",3.8
88,3,4,3,2,1,2,3,3,3,2,2,2,1,1,3,1,2,2,32,0.888888889,27,0.75,90,0.75,2,4.5,4,6.4,"control",5,3.35,4.375949,29.72562,"pre4",1.6
89,3,4,4,4,4,3,4,4,1,4,4,4,4,3,4,3,3,4,35,0.972222222,29,0.805555556,92,0.766666667,1,5.3,5.3,7.2,"control",3.85,3.3,5.41058,34.72556,"pre1",5.7
89,3,4,4,4,4,3,4,4,1,4,4,4,4,3,4,3,3,4,35,0.972222222,29,0.805555556,92,0.766666667,1,5.3,5.3,7.2,"control",3.85,3.3,5.41058,34.72556,"pre4",6.4
90,3,4,4,4,3,3,3,3,3,4,4,3,2,3,3,2,3,4,32,0.888888889,26,0.722222222,93,0.775,2,3.7,2.6,4.7,"control",5.9,3.05,4.656481,38.40457,"pre1",5.8
90,3,4,4,4,3,3,3,3,3,4,4,3,2,3,3,2,3,4,32,0.888888889,26,0.722222222,93,0.775,2,3.7,2.6,4.7,"control",5.9,3.05,4.656481,38.40457,"pre4",2.7
91,3,4,4,3,2,3,3,3,2,3,3,3,3,3,4,1,2,3,30,0.833333333,22,0.611111111,79,0.658333333,1,2.5,2.1,2,"below",5.8,3.2,7.7065285,53.107005,"pre1",5.7
91,3,4,4,3,2,3,3,3,2,3,3,3,3,3,4,1,2,3,30,0.833333333,22,0.611111111,79,0.658333333,1,2.5,2.1,2,"below",5.8,3.2,7.7065285,53.107005,"pre4",4.5
92,3,3,3,3,1,3,2,3,0,2,1,3,3,1,3,1,2,1,35,0.972222222,27,0.75,97,0.808333333,2,6.2,5.9,7.6,"control",6.1,2.55,3.2649205,27.54395,"pre1",8.7
92,3,3,3,3,1,3,2,3,0,2,1,3,3,1,3,1,2,1,35,0.972222222,27,0.75,97,0.808333333,2,6.2,5.9,7.6,"control",6.1,2.55,3.2649205,27.54395,"pre4",9.6
93,3,3,3,1,3,4,3,3,1,3,1,3,4,1,3,1,3,1,30,0.833333333,27,0.75,91,0.758333333,2,6.7,6.1,7.6,"above",4.65,3.4,5.5067125,32.93737,"pre1",6.5
93,3,3,3,1,3,4,3,3,1,3,1,3,4,1,3,1,3,1,30,0.833333333,27,0.75,91,0.758333333,2,6.7,6.1,7.6,"above",4.65,3.4,5.5067125,32.93737,"pre4",6.2
94,3,3,2,3,2,2,2,1,3,3,2,3,1,2,3,1,2,3,28,0.777777778,27,0.75,100,0.833333333,2,7.3,4.9,5.8,"above",4.85,3.35,6.3505835,38.682015,"pre1",7.1
94,3,3,2,3,2,2,2,1,3,3,2,3,1,2,3,1,2,3,28,0.777777778,27,0.75,100,0.833333333,2,7.3,4.9,5.8,"above",4.85,3.35,6.3505835,38.682015,"pre4",4.9
95,0,2,3,4,1,4,0,3,3,1,2,1,1,1,1,0,1,2,34,0.944444444,24,0.666666667,99,0.825,2,2.6,3.4,0.7,"below",4.4,3.45,6.494848,45.208055,"pre1",5.4
95,0,2,3,4,1,4,0,3,3,1,2,1,1,1,1,0,1,2,34,0.944444444,24,0.666666667,99,0.825,2,2.6,3.4,0.7,"below",4.4,3.45,6.494848,45.208055,"pre4",1.3
96,2,3,3,3,1,1,3,3,2,3,2,2,3,3,3,1,1,3,31,0.861111111,26,0.722222222,76,0.633333333,2,5,5.9,5.3,"above",6.1,2.8,3.564481,35.88942,"pre1",4.9
96,2,3,3,3,1,1,3,3,2,3,2,2,3,3,3,1,1,3,31,0.861111111,26,0.722222222,76,0.633333333,2,5,5.9,5.3,"above",6.1,2.8,3.564481,35.88942,"pre4",5.9
97,3,4,4,4,4,3,4,4,3,4,4,3,3,3,4,3,3,4,31,0.861111111,28,0.777777778,95,0.791666667,2,4.8,5.8,6.3,"above",4.4,3.2,5.2961005,37.91438,"pre1",5.6
97,3,4,4,4,4,3,4,4,3,4,4,3,3,3,4,3,3,4,31,0.861111111,28,0.777777778,95,0.791666667,2,4.8,5.8,6.3,"above",4.4,3.2,5.2961005,37.91438,"pre4",5.8
98,3,3,3,3,4,3,3,3,2,3,4,3,2,3,4,3,3,3,29,0.805555556,21,0.583333333,87,0.725,2,3,2.5,6.6,"control",4.9,3.3,4.3553285,35.35462,"pre1",4.8
98,3,3,3,3,4,3,3,3,2,3,4,3,2,3,4,3,3,3,29,0.805555556,21,0.583333333,87,0.725,2,3,2.5,6.6,"control",4.9,3.3,4.3553285,35.35462,"pre4",5.2
99,2,3,4,3,2,3,1,3,1,1,2,2,3,1,3,1,2,1,31,0.861111111,25,0.694444444,82,0.683333333,1,7.3,6.5,7.5,"above",5.9,3.2,7.5207145,39.50405,"pre1",6.7
99,2,3,4,3,2,3,1,3,1,1,2,2,3,1,3,1,2,1,31,0.861111111,25,0.694444444,82,0.683333333,1,7.3,6.5,7.5,"above",5.9,3.2,7.5207145,39.50405,"pre4",6.3
100,4,3,4,1,3,3,1,4,2,3,3,3,0,2,4,1,3,4,32,0.888888889,27,0.75,83,0.691666667,1,8,6.7,8.3,"above",3.6,4.45,11.129128,54.67211,"pre1",8.3
100,4,3,4,1,3,3,1,4,2,3,3,3,0,2,4,1,3,4,32,0.888888889,27,0.75,83,0.691666667,1,8,6.7,8.3,"above",3.6,4.45,11.129128,54.67211,"pre4",8.7
101,1,3,2,3,1,1,1,2,3,2,1,2,1,1,2,2,1,2,30,0.833333333,30,0.833333333,77,0.641666667,2,3.6,4.4,4.2,"control",4.95,2.65,4.890543,37.68265,"pre1",3.8
101,1,3,2,3,1,1,1,2,3,2,1,2,1,1,2,2,1,2,30,0.833333333,30,0.833333333,77,0.641666667,2,3.6,4.4,4.2,"control",4.95,2.65,4.890543,37.68265,"pre4",4
102,2,3,3,4,4,3,3,4,3,4,4,3,2,2,3,2,3,4,24,0.666666667,25,0.694444444,96,0.8,1,3.7,2.7,2.8,"control",6.75,2.25,4.859154,43.88951,"pre1",5.6
102,2,3,3,4,4,3,3,4,3,4,4,3,2,2,3,2,3,4,24,0.666666667,25,0.694444444,96,0.8,1,3.7,2.7,2.8,"control",6.75,2.25,4.859154,43.88951,"pre4",4
103,2,4,3,2,3,1,1,1,1,1,3,1,1,1,3,0,2,1,32,0.888888889,32,0.888888889,106,0.883333333,1,5.6,4.5,4.9,"above",4.85,4.2,10.1589085,41.01698,"pre1",6.2
103,2,4,3,2,3,1,1,1,1,1,3,1,1,1,3,0,2,1,32,0.888888889,32,0.888888889,106,0.883333333,1,5.6,4.5,4.9,"above",4.85,4.2,10.1589085,41.01698,"pre4",6.2
104,3,4,4,4,3,3,2,4,0,4,4,3,3,3,4,2,3,4,34,0.944444444,30,0.833333333,91,0.758333333,1,3.9,4.5,4.3,"control",4.05,3.8,14.8526355,58.164395,"pre1",6.6
104,3,4,4,4,3,3,2,4,0,4,4,3,3,3,4,2,3,4,34,0.944444444,30,0.833333333,91,0.758333333,1,3.9,4.5,4.3,"control",4.05,3.8,14.8526355,58.164395,"pre4",5.2
105,1,3,3,3,1,1,3,3,1,1,1,1,1,1,3,1,1,1,32,0.888888889,27,0.75,108,0.9,2,5.1,7,3.6,"above",3.2,4.4,8.321969,38.652915,"pre1",6.6
105,1,3,3,3,1,1,3,3,1,1,1,1,1,1,3,1,1,1,32,0.888888889,27,0.75,108,0.9,2,5.1,7,3.6,"above",3.2,4.4,8.321969,38.652915,"pre4",4
